Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
COR,CoreSite Realty Corporation,98.77,3382194839.03,n/a,2010,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cor
CVRS,"Corindus Vascular Robotics, Inc.",1.54,290710218.26,n/a,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cvrs
CORI,"Corium International, Inc.",11.25,406394381.25,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cori
CRMD,CorMedix Inc,0.2108,17176687.8612,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crmd
CSOD,"Cornerstone OnDemand, Inc.",39.17,2245186130.91,n/a,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/csod
CRF,"Cornerstone Strategic Return Fund, Inc. (The)",14.92,332618960.32,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crf
CLM,"Cornerstone Strategic Value Fund, Inc.",15.05,662557813.75,n/a,1987,n/a,n/a,https://www.nasdaq.com/symbol/clm
GLW,Corning Incorporated,27.78,23591629568.28,n/a,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/glw
CAAP,Corporacion America Airports SA,12.7,2032282727.4,n/a,2018,Transportation,Aerospace,https://www.nasdaq.com/symbol/caap
GYC,Corporate Asset Backed Corp CABCO,22.6,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gyc
CCT,"Corporate Capital Trust, Inc.",16.99,2159948707.11,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/cct
OFC,Corporate Office Properties Trust,25.15,2547280226.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ofc
CRVL,CorVel Corp.,50.9,960989200.5,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/crvl
CRVS,"Corvus Pharmaceuticals, Inc.",10.2,297671506.2,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crvs
CZZ,Cosan Limited,10.76,2848073901.08,n/a,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/czz
CMRE,Costamare Inc.,6.2,677007921.2,n/a,2010,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/cmre
CMRE^B,Costamare Inc.,23.62,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmre^b
CMRE^C,Costamare Inc.,24.8696,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmre^c
CMRE^D,Costamare Inc.,25.5445,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmre^d
CMRE^E,Costamare Inc.,24.9,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmre^e
CSGP,"CoStar Group, Inc.",361.42,13045346835.42,n/a,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp
COST,Costco Wholesale Corporation,180.84,79356257988.48,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost
COTV,"Cotiviti Holdings, Inc.",34.29,3169147773.96,n/a,2016,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cotv
COT,Cott Corporation,14.81,2069348946.65,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/cot
COTY,Coty Inc.,18.07,13550051063.25,n/a,2013,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/coty
CPAH,CounterPath Corporation,2.88,17091806.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cpah
CFC^B,Countrywide Financial Corporation,26.01,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cfc^b
ICBK,"County Bancorp, Inc.",28.28,189133133.28,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/icbk
COUP,Coupa Software Incorporated,46.62,2566267550.28,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup
CUZ,Cousins Properties Incorporated,8.31,3492295457.91,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cuz
CVA,Covanta Holding Corporation,14.55,1905941864.4,n/a,n/a,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/cva
CVTI,"Covenant Transportation Group, Inc.",29.92,548458284,n/a,1994,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/cvti
COWN,Cowen Inc.,12.65,366660895.15,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cown
COWNZ,Cowen Inc.,25.26,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownz
CPF,CPB Inc.,27.47,821338825.48,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cpf
CPL,CPFL Energia S.A.,14.36,7308627876.28,n/a,2004,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cpl
CVU,"CPI Aerostructures, Inc.",9.4,83462271,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/cvu
PMTS,CPI Card Group Inc.,3.03,33738183.42,n/a,2015,Finance,Finance Companies,https://www.nasdaq.com/symbol/pmts
CPSH,CPS Technologies Corp.,1.42,18748879.12,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpsh
CRAI,"CRA International,Inc.",50.92,426465133.08,n/a,1998,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/crai
CBRL,"Cracker Barrel Old Country Store, Inc.",153.54,3685514432.94,n/a,1981,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cbrl
BREW,"Craft Brew Alliance, Inc.",18.35,354335362.15,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/brew
CR,Crane Company,91.28,5460019906.32,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/cr
CRD.A,Crawford & Company,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crd.a
CRD.B,Crawford & Company,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crd.b
CRAY,Cray Inc,20.9,845939747.4,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/cray
BAP,Credicorp Ltd.,217.72,17365564920,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bap
CACC,Credit Acceptance Corporation,321.91,6216097873.59,n/a,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc
DGLD,Credit Suisse AG,39.55,16967345.5,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dgld
DSLV,Credit Suisse AG,24.97,27190731.92,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dslv
GLDI,Credit Suisse AG,9.19,124298444.38,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gldi
SLVO,Credit Suisse AG,7.72,6562000,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/slvo
TVIX,Credit Suisse AG,10.57,498730578.01,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tvix
TVIZ,Credit Suisse AG,13.04,6622989.92,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tviz
UGLD,Credit Suisse AG,11.98,126576103.64,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ugld
USLV,Credit Suisse AG,10.3,275704868.9,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/uslv
USOI,Credit Suisse AG,27.412,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi
VIIX,Credit Suisse AG,21.16,9187523.88,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viix
VIIZ,Credit Suisse AG,7.61,875150,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viiz
ZIV,Credit Suisse AG,63.9,113933700,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ziv
CIK,"Credit Suisse Asset Management Income Fund, Inc.",3.17,165764895.05,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cik
CS,Credit Suisse Group,16.65,42541782383.25,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cs
DHY,Credit Suisse High Yield Bond Fund,2.66,266124043.78,n/a,1998,n/a,n/a,https://www.nasdaq.com/symbol/dhy
CREE,"Cree, Inc.",40.38,4036392028.02,n/a,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree
CPG,Crescent Point Energy Corporation,7.05,3852625026.75,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cpg
CEQP,Crestwood Equity Partners LP,26.65,1898322113.35,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceqp
CRESY,Cresud S.A.C.I.F. y A.,19.8,735470544.6,37144977,1997,Finance,Real Estate,https://www.nasdaq.com/symbol/cresy
CRHM,CRH Medical Corporation,2.6,189451568.8,n/a,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/crhm
CRH,CRH PLC,33.64,28221263653.08,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/crh
CRSP,CRISPR Therapeutics AG,52.96,2487848960,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp
CRTO,Criteo S.A.,28.51,1852922632.75,64992025,2013,Technology,Advertising,https://www.nasdaq.com/symbol/crto
CROX,"Crocs, Inc.",15.41,1060682936.2,n/a,2006,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox
CRON,Cronos Group Inc.,7.47,1207394633.07,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron
CCRN,"Cross Country Healthcare, Inc.",11.05,402571279.5,n/a,2001,Technology,Professional Services,https://www.nasdaq.com/symbol/ccrn
CRT,Cross Timbers Royalty Trust,14.65,87900000,n/a,1992,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crt
CAPL,CrossAmerica Partners LP,20.57,701672752.77,n/a,2012,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/capl
CCI,Crown Castle International Corporation,109.66,45472955645.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cci
CCI^A,Crown Castle International Corporation,1115.19,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cci^a
CRWS,"Crown Crafts, Inc.",6,60514584,n/a,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/crws
CCK,"Crown Holdings, Inc.",48.3,6486778533.9,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/cck
CRY,"CryoLife, Inc.",19.65,717109595.55,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cry
CYRX,"CryoPort, Inc.",9.63,263283978.51,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrx
CYRXW,"CryoPort, Inc.",6.2,0,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrxw
CSGS,"CSG Systems International, Inc.",44.16,1476685714.56,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/csgs
CCLP,CSI Compressco LP,7.42,283135535.76,n/a,2011,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cclp
CSPI,CSP Inc.,12.1,48195316.4,n/a,1982,Technology,EDP Services,https://www.nasdaq.com/symbol/cspi
CSRA,CSRA Inc.,41.44,6793095843.52,n/a,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/csra
CSS,"CSS Industries, Inc.",17.51,159686752.46,n/a,n/a,Consumer Services,Consumer: Greeting Cards,https://www.nasdaq.com/symbol/css
CSWI,"CSW Industrials, Inc.",44.4,709032657.6,n/a,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi
CSX,CSX Corporation,54.27,48150302061.6,n/a,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/csx
CTIC,CTI BioPharma Corp.,3.86,223813839.6,n/a,1997,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctic
CTIB,CTI Industries Corporation,4.3,15158476.1,n/a,1997,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",46.76,21611476947.2,462178720,2003,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp
CTS,CTS Corporation,26.7,879457042.2,n/a,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/cts
CUBE,CubeSmart,27.12,4943374966.56,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cube
CUB,Cubic Corporation,62.8,1709598559.6,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cub
CUE,"Cue Biopharma, Inc.",15.93,328804582.77,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cue
CUI,"CUI Global, Inc.",2.8,79760514.4,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/cui
CFR,"Cullen/Frost Bankers, Inc.",101.31,6459636635.76,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cfr
CFR^A,"Cullen/Frost Bankers, Inc.",24.985,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cfr^a
CULP,"Culp, Inc.",30.25,376620849,n/a,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/culp
CPIX,Cumberland Pharmaceuticals Inc.,6.69,104714261.64,n/a,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cpix
CMI,Cummins Inc.,155.42,25750503770.28,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cmi
CRIS,"Curis, Inc.",0.71,117596143.41,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cris
CURO,CURO Group Holdings Corp.,16.91,770443595.29,n/a,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/curo
CW,Curtiss-Wright Corporation,133.78,5907012689.06,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cw
SRF,Cushing Energy Income Fund (The),8.79,21755153.31,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/srf
SRV,Cushing MLP & Infrastructure Total Return Fund,10.64,71652973.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srv
SZC,Cushing Renaissance Fund (The),15.87,92900710.59,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/szc
CUBI,"Customers Bancorp, Inc",28.99,911428669.84,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cubi
CUBI^C,"Customers Bancorp, Inc",26.59,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^c
CUBI^D,"Customers Bancorp, Inc",26.521,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^d
CUBI^E,"Customers Bancorp, Inc",26.55,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^e
CUBI^F,"Customers Bancorp, Inc",25.6,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^f
CUBS,"Customers Bancorp, Inc",25.3992,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cubs
CUTR,"Cutera, Inc.",51.95,719765483.7,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,22.32,2458768008.24,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,9.19,58906898.29,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cvv
CVI,CVR Energy Inc.,30.81,2675264650.5,n/a,2007,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",3.38,382896448.74,n/a,2011,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/uan
CVRR,"CVR Refining, LP",13,1918800000,n/a,2013,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvrr
CVS,CVS Health Corporation,60.86,61744427075.02,n/a,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/cvs
CYAN,Cyanotech Corporation,5,28763660,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cyan
CYBR,CyberArk Software Ltd.,49.09,1746544785.07,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr
CYBE,CyberOptics Corporation,18.8,131312096.8,n/a,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",1.39,16547284.19,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",5.82,1951288.86,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyccp
CBAY,CymaBay Therapeutics Inc.,12.15,710796797.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbay
CTEK,"CynergisTek, Inc.",4.85,46083536,n/a,2017,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctek
CELP,"Cypress Energy Partners, L.P.",5.74,68248358.92,n/a,2014,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/celp
CY,Cypress Semiconductor Corporation,17.24,6119996068.04,n/a,1986,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy
CYRN,CYREN Ltd.,2.35,117120282.3,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,49.98,4804365584.76,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone
CYS,"CYS Investments, Inc.",6.47,1003032932.78,n/a,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cys
CYS^A,"CYS Investments, Inc.",24.8403,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cys^a
CYS^B,"CYS Investments, Inc.",24.1,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cys^b
CYTK,"Cytokinetics, Incorporated",8.25,445566932.25,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cytk
CTMX,"CytomX Therapeutics, Inc.",31.56,1218568146.48,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctmx
CYTX,Cytori Therapeutics Inc,0.313,19283240.461,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytx
CYTXW,Cytori Therapeutics Inc,0.022,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxw
CTSO,Cytosorbents Corporation,7.6,223982206.8,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ctso
CYTR,CytRx Corporation,1.63,45701126.63,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cytr
DHI,"D.R. Horton, Inc.",43.3,16277363192.4,n/a,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/dhi
DJCO,Daily Journal Corp. (S.C.),223.53,308638153.38,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",8.7,386925557.4,n/a,1994,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dakt
DAN,Dana Incorporated,25.1,3650962893.9,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dan
DHR,Danaher Corporation,95.94,66924814951.8,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dhr
DAC,Danaos Corporation,1.25,137249190,n/a,2006,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dac
DQ,DAQO New Energy Corp.,49.59,537394333.32,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/dq
DRI,"Darden Restaurants, Inc.",84.25,10407724082.25,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dri
DARE,"Dare Bioscience, Inc.",0.95,5749552.95,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dare
DRIO,DarioHealth Corp.,1.4,23027079.6,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/drio
DRIOW,DarioHealth Corp.,0.18,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/driow
DAR,Darling Ingredients Inc.,17.03,2804433472.1,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/dar
DZSI,"DASAN Zhone Solutions, Inc.",11.21,183697765.55,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/dzsi
DSKE,"Daseke, Inc.",9.97,569978997.76,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dske
DSKEW,"Daseke, Inc.",1.13,0,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dskew
DAIO,Data I/O Corporation,8.02,66380040.26,n/a,1981,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/daio
DWCH,Datawatch Corporation,8.4,103632001.2,n/a,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dwch
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",41.66,1695326829.3,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/play
DTEA,DAVIDsTEA Inc.,3.6,93040614,n/a,2015,Consumer Non-Durables,Food Chains,https://www.nasdaq.com/symbol/dtea
DFNL,Davis Select Financial ETF,23.3952,127503840,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dfnl
DINT,Davis Select International ETF,19.38,7752000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dint
DUSA,Davis Select U.S. Equity ETF,22.726,104539600,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dusa
DWLD,Davis Select Worldwide ETF,25.785,189519750,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwld
DVA,DaVita Inc.,65,11830000000,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dva
DWSN,Dawson Geophysical Company,6.51,141869214.06,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dwsn
DXR,Daxor Corporation,10.75,40173276.75,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxr
DBVT,DBV Technologies S.A.,22.01,522983703.86,23761186,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dbvt
DCP,DCP Midstream LP,34.48,4941322869.44,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/dcp
DCT,DCT Industrial Trust Inc,54.9,5159020581.9,n/a,2006,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dct
DDR,DDR Corp.,6.95,2565587648.9,n/a,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ddr
DDR^A,DDR Corp.,24.15,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ddr^a
DDR^J,DDR Corp.,23.26,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ddr^j
DDR^K,DDR Corp.,22.4999,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ddr^k
DF,Dean Foods Company,8.31,757589534.79,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/df
DCPH,"Deciphera Pharmaceuticals, Inc.",21.18,690291909.48,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dcph
DECK,Deckers Outdoor Corporation,89.21,2833564919.02,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/deck
DE,Deere & Company,148,47920602096,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/de
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",14.4,305556105.6,n/a,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dfrg
TACO,"Del Taco Restaurants, Inc.",10.41,400216707.69,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/taco
TACOW,"Del Taco Restaurants, Inc.",2.23,0,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tacow
DEX,Delaware Enhanced Global Dividend,11.51,182331613.48,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/dex
VCF,"Delaware Investments Colorado Municipal Income Fund, Inc",14.38,69557498,n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/vcf
DDF,"Delaware Investments Dividend & Income Fund, Inc.",10.4,79956853.6,n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/ddf
VFL,Delaware Investments Florida Insured Municipal Income Fund,12.58,56967812.94,n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/vfl
VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",12.69,145998132.75,n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/vmm
DKL,"Delek Logistics Partners, L.P.",27.2,663207617.6,n/a,2012,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/dkl
DK,"Delek US Holdings, Inc.",38.88,3262775852.16,n/a,2017,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/dk
DVMT,Dell Technologies Inc.,73.14,14580821043,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/dvmt
DMPI,"DelMar Pharmaceuticals, Inc.",0.9801,21492372.7755,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmpi
DLPH,Delphi Technologies PLC,46.57,4133782650.39,n/a,2017,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dlph
DAL,"Delta Air Lines, Inc.",53.9,38102629996.2,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/dal
DLA,"Delta Apparel, Inc.",18.51,133482532.74,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/dla
DELT,Delta Technology Holdings Limited,1.18,11872781.22,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/delt
DLX,Deluxe Corporation,70.58,3375333718.06,n/a,n/a,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/dlx
DNLI,Denali Therapeutics Inc.,21.34,2015120088.3,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dnli
DNR,Denbury Resources Inc.,2.69,1081161504.75,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dnr
DNN,Denison Mine Corp,0.455,254428360.095,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/dnn
